书名,授权级别,作品类别,本周点击,本月点击,本周更新,本月更新,周推荐票,月推荐票,人次,字数,更新天数
全球轮回：我是最强轮回者,签约作品,都市异能,55,90,12051,30365,1,7,90,30365,8
超级地狱系统,签约作品,都市异能,93,706,3690,3690,0,0,96832,1534038,目前在拼命写作中
仙武宝典,签约作品,洪荒封神,10,22,9291,15850,8,8,545,71913,目前在拼命写作中
帝邪天殇,专属作品,东方玄幻,8,51,8540,42087,0,0,155,41045,14
海国英雄志,签约作品,架空历史,82,583,12117,88016,0,0,1601,869534,113
博灵灯,驻站作品,东方玄幻,3,3,1395,1395,0,0,3,1395,目前在拼命写作中
大梦山海经中华上下七千年,专属作品,异界大陆,10,117,1791,577300,0,0,6624,23043,目前在拼命写作中
末世之宇,驻站作品,奇幻修真,8,8,6022,6022,0,0,8,6022,目前在拼命写作中
万龙显圣玄尊,驻站作品,东方玄幻,0,2,0,0,0,0,33,6612,目前在拼命写作中
我真不想当人王,签约作品,异界大陆,13,372,20620,137205,7,31,1079,354579,101
天道一人,驻站作品,东方玄幻,5,14,14661,25365,0,0,14,13508,1
冲锋队,驻站作品,谍战特工,11,11,5864,5864,0,0,11,5875,1
缚魔录,驻站作品,传统武侠,12,15,25936,31079,0,0,15,31103,4
走马观花一生才,驻站作品,奇幻修真,47,47,9324,9324,6,6,47,9328,3
诡秘复苏,签约作品,民间奇谈,15,104,22677,212563,0,0,208,392521,7
四宇天际,驻站作品,传统武侠,4,12,22299,37723,0,0,12,37723,7
大专生升职记,驻站作品,职场励志,4,4,4081,4081,0,0,4,4081,1
鸿蒙源生,专属作品,奇幻修真,1,21,10333,63749,0,0,21,63843,7
全人类靠我推演功法,签约作品,东方玄幻,10,106,15930,102006,0,1,106,53905,19
是否存在的魔法世界,驻站作品,魔法校园,3,15,1829,13273,0,0,30,34549,目前在拼命写作中
特种兵之超级系统,驻站作品,军旅生涯,77,79,28342,32873,2,2,79,32850,4
寻冥灵,驻站作品,恐怖悬疑,28,28,10528,13123,1,1,28,13123,4
带着系统纵横宇宙,驻站作品,古武机甲,3,7,24671,26574,0,0,7,26574,目前在拼命写作中
神级修仙者在都市,签约作品,现代修真,77,630,20090,133200,0,0,5907,704655,136
梦幻逍遥行,签约作品,异界大陆,12,97,2644,37675,137,563,478,245819,目前在拼命写作中
我有一座惊悚屋,签约作品,恐怖悬疑,235,4600,24297,155348,7,7,4791,231699,38
须臾神道经,驻站作品,现代修真,0,0,4050,4050,0,0,0,6054,目前在拼命写作中
火影：开局一双神鬼之手,签约作品,男生同人,1314,1484,14290,106362,7,16,1484,106437,5
祥龙九变,驻站作品,奇幻修真,8,74,27892,170672,7,32,74,170672,7
怪物大师与王牌战队,驻站作品,异界大陆,35,183,7044,45050,0,0,587,82933,目前在拼命写作中
文明旅行,驻站作品,未来幻想,10,10,19450,19450,0,0,10,19450,3
神域帝宗,签约作品,异界大陆,200,1270,25088,170138,475,2431,8934,1805191,378
武林雨潇潇,签约作品,传统武侠,20,187,14100,89338,26,180,7180,1266818,333
张钢铁相亲记,专属作品,探险揭秘,9,1131,13532,48778,0,0,1131,43771,10
刃之恶魔,驻站作品,西方奇幻,8,15,16398,23870,0,0,15,26201,5
灭世狂兵,专属作品,都市激战,3,41,2745,12694,0,0,41,12694,目前在拼命写作中
超级农场,签约作品,乡村乡土,46,465,16191,109603,0,0,3913,750898,183
超级农场,签约作品,乡村乡土,46,465,16191,109603,0,0,3913,750898,183
天创神迹,专属作品,探险揭秘,4,4,5730,5730,0,0,4,5734,1
早春游望,驻站作品,历史传奇,4,36,2123,15596,0,0,61,25745,目前在拼命写作中
捉鬼学子,驻站作品,恐怖悬疑,14,29,3505,8520,0,0,29,8520,目前在拼命写作中
灵元录,签约作品,未来幻想,149,284,28127,105675,76,202,2104,604661,94
封魂奇缘,驻站作品,东方玄幻,6,12,15036,22748,0,0,455,157709,目前在拼命写作中
穿越的灵藻石,驻站作品,都市异能,10,32,15074,49196,0,0,32,49196,11
特种兵之战狼崛起,签约作品,都市激战,86,1507,22402,162403,10,60,2893,481201,87
 首祖赵丽颖,驻站作品,东方玄幻,37,214,18471,78231,0,0,433,91558,20
天使与魔鬼的故事,驻站作品,异界大陆,3,3,10076,10076,0,0,3,10076,目前在拼命写作中
大宰尊,签约作品,东方玄幻,30,61,17971,48303,0,0,109,118570,8
网游：这个剑士杀心太重,签约作品,虚拟网游,33,199,27505,141879,0,0,272,238988,22
魔无涯,驻站作品,异界大陆,4,4,832,832,0,0,4,832,目前在拼命写作中
寰宇乱劫,驻站作品,东方玄幻,1,12,21094,36226,0,0,12,36226,7
饕餮抉择,驻站作品,都市异能,20,20,21136,21136,0,0,20,21143,2
李玉岿地平线国界桩,驻站作品,都市重生,6,42,16954,112314,0,0,42,106064,18
敌谍一生,驻站作品,谍战特工,176,1259,12190,82130,13,44,22916,2071475,684
调查办,驻站作品,爆笑幽默,3,5,16979,16979,0,0,57,58141,目前在拼命写作中
斗破苍穹之圣焱传说,驻站作品,东方玄幻,7,7,26121,26121,0,0,7,26121,目前在拼命写作中
开局成为次元科技群主,签约作品,男生同人,10,79,8283,59400,0,12,90,61509,26
灵道扩展宇宙,专属作品,异世争霸,92,370,12098,52863,0,8,370,53147,14
末世回收垃圾系统,驻站作品,末世危机,9,9,1041,1041,0,0,9,1041,1
贫僧法海，可屠诸天,签约作品,异世争霸,73,442,9294,61586,29,139,1628,186095,77
重铸诸天,签约作品,东方玄幻,105,170,13435,53133,3,3,170,53133,11
我就只睡一小会,驻站作品,奇幻修真,4,4,1619,1619,0,0,4,1630,目前在拼命写作中
不装了,驻站作品,都市异能,23,23,24868,24868,0,0,23,24868,3
都市战神之怒,签约作品,都市生活,16,158,24099,162990,0,0,1866,871165,176
肆海青云之新硎初试,签约作品,传统武侠,16,132,12162,82277,49,196,1935,639335,202
都市无敌战神,签约作品,都市生活,205,2164,40777,232419,0,0,133901,2498430,283
星空深处的宜居星球,驻站作品,未来幻想,0,10,2148,15826,0,0,296,313774,目前在拼命写作中
皓黯罪途,驻站作品,侦探推理,0,7,3545,3545,0,0,122,50844,目前在拼命写作中
大纵横之纵横武林,驻站作品,异界大陆,20,24,21806,27596,1,1,24,27596,4
杀神护卫,签约作品,都市重生,65,664,26519,120748,0,63,68184,641568,128
雪狼出击,签约作品,军旅生涯,315,2354,16289,110138,0,0,295785,3591296,300
机甲烛照,驻站作品,古武机甲,11,19,12621,22904,0,0,19,22904,5
我靠充钱当武帝,签约作品,东方玄幻,241,1891,22075,160561,0,231,358424,4490818,693
豪门神婿,签约作品,都市生活,26,194,14197,97351,0,12,220,109771,29
虹霞传,专属作品,现代修真,7,39,32889,282252,0,0,39,286682,15
探险者大陆,驻站作品,探险揭秘,11,11,6544,6544,0,0,11,6544,2
原始荒城,驻站作品,东方玄幻,13,13,7043,7043,0,0,13,7043,1
斗宿传之青龙篇,驻站作品,历史传奇,6,39,9036,62438,0,0,95,152991,62
斗宿传之五镇六绝,签约作品,历史传奇,7,59,10286,68988,0,0,132,164341,62
六界守护使之凌云志,驻站作品,异界大陆,4,4,10080,10080,0,0,550,89727,1
透视神医,签约作品,都市异能,818,8804,16293,108490,23,179,8952,175356,42
权力天下,驻站作品,历史传奇,16,16,26033,26033,0,0,16,26033,2
神豪：从不喝洗脚水开始,签约作品,都市异能,10,85,8057,65875,3,11,102,78092,31
神豪从高考后开始,签约作品,都市生活,203,948,8192,69460,0,1,966,71221,25
农药异界行,驻站作品,游戏异界,6,6,4411,4411,0,0,6,4411,目前在拼命写作中
传世道士在异界,驻站作品,异界大陆,2,27,8201,55077,0,0,91,159433,77
水晶球的秘密,签约作品,西方奇幻,8,25,4130,4130,0,0,7961,6169,目前在拼命写作中
颜色家族,驻站作品,职场励志,5,5,33612,33612,0,0,5,33612,目前在拼命写作中
墓海循声,驻站作品,探险揭秘,19,19,34650,34650,3,3,19,34650,3
凡心尘梦,驻站作品,东方玄幻,8,8,33528,33528,0,0,8,33528,1
我们自己的黎明,驻站作品,都市激战,2,5,1670,3152,0,0,63,26793,目前在拼命写作中
剑圣太白,驻站作品,异界大陆,9,24,22331,58216,0,0,24,59355,7
意志涟漪,驻站作品,奇幻修真,0,0,6390,6390,0,0,0,6390,目前在拼命写作中
龙凤大劫难,签约作品,都市生活,53,398,11347,95139,23,204,6478,943819,69
死者传说,签约作品,异世争霸,78,255,17809,136328,0,1,293,198380,38
无情之驭,驻站作品,游戏异界,7,16,17800,37788,0,0,16,37774,7
最佳龙婿,签约作品,都市异能,162,1624,50884,431367,5,30,5379,1944565,113
寻道从大唐开始,驻站作品,奇幻修真,7,7,14647,14647,0,0,7,10432,3
第九特区,签约作品,末世危机,93134,661547,24974,218086,52636,355900,7241167,2618399,317
星河灿烂唤我归,驻站作品,奇幻修真,4,6,11685,14742,0,0,98,76147,1
最强战婿,签约作品,都市激战,115,749,23583,223881,0,212,4219,712170,102
乱世流金,签约作品,谍战特工,63,479,20018,122526,46,125,1778,553940,61
山河主,驻站作品,东方玄幻,43,159,6117,32722,21,41,436,37832,5
天监,驻站作品,东方玄幻,11,11,14363,14363,0,0,11,14363,2
妖孽快到我碗里来,专属作品,恐怖悬疑,7,16,24924,39073,1,2,16,39061,5
末世城下之钢铁洪流,签约作品,末世危机,45,294,24118,128416,0,18,703,432874,48
望海潮传奇,签约作品,传统武侠,15,138,9458,68637,0,0,2739,907810,324
咦灵气复苏了,驻站作品,都市异能,21,22,60200,62262,0,0,22,62445,4
汉土,驻站作品,架空历史,24,60,14308,42834,0,0,60,42834,10
只是想飞,驻站作品,职场励志,3,10,4211,16393,0,0,10,18737,1
三国:开局成为大汉天子,签约作品,战争幻想,27,142,22489,129231,0,0,142,133484,21
我才不是毒奶呢,签约作品,东方玄幻,29,144,20289,139840,0,9,144,140055,22
万古第一神,签约作品,东方玄幻,30712,226441,40388,231314,31275,189443,5224053,4263891,410
灵龙传奇,签约作品,东方玄幻,9,68,6297,53719,0,0,8574,1274095,68
永生神帝,签约作品,东方玄幻,8,96,17932,134505,0,0,2164,536880,120
尔临仙国,签约作品,东方玄幻,7,418,11681,98405,42,168,686,625134,1
光灵行传,签约作品,西方奇幻,86,717,14731,98441,0,152,275804,9560472,208
万古星临,授权作品,东方玄幻,4,20,12389,85014,0,0,124,198285,33
最后的壁垒,驻站作品,战争幻想,11,16,13204,16557,1,1,16,16556,4
天降富豪群,签约作品,都市生活,220,619,26259,149844,0,0,3212,415946,31
无限进化系统,签约作品,进化变异,469,1091,19017,122718,24,165,1091,122718,23
我撞坏了异世界重生卡车,签约作品,宅系小说,151,1231,12195,82785,63,289,1662737,2343986,756
大汉海贼空军,签约作品,异世争霸,13,106,8732,61457,0,0,913,310651,102
都市之萨满后裔,驻站作品,异术超能,9,9,18717,18717,0,0,9,18717,3
阴阳姽录,授权作品,东方玄幻,27,32,70092,72313,2,2,32,72314,4
禅修武皇,签约作品,东方玄幻,4,26,3249,6656,0,0,8615,904246,目前在拼命写作中
馍头教主寻亲记,专属作品,男生同人,6,46,8445,26403,0,0,92,90936,10
馍头教主寻亲记,专属作品,男生同人,6,46,8445,26403,0,0,92,90936,10
龙脉邪帝,驻站作品,都市异能,30,30,31969,31969,1,1,30,32988,3
有国之民,驻站作品,现实题材,7,7,33956,33956,0,0,7,33956,1
我有系统，举世无敌,签约作品,东方玄幻,58,1177,17346,131010,7,32,1982,349171,61
末日：小姐姐没了我怎么活,签约作品,末世危机,86,164,10293,24629,276,517,164,24642,9
三界小神医,驻站作品,都市异能,3,63,2625,31918,0,0,65,4959,目前在拼命写作中
极武界,授权作品,洪荒封神,4,4,3081,3081,0,0,4,3468,1
意外主宰,专属作品,东方玄幻,12,65,15418,86845,0,0,305,815671,目前在拼命写作中
爱在初夏花儿盛开,驻站作品,男生同人,5,12,23860,40350,0,0,12,40350,5
不屈之魄,驻站作品,东方玄幻,10,10,4942,4942,0,0,10,4942,1
龙秦,驻站作品,东方玄幻,9,29,9303,37982,0,0,29,30072,10
女总裁骗婚记,驻站作品,都市生活,11,116,8852,68044,1,2,116,72871,27
仙界奇主,签约作品,东方玄幻,14,126,8095,50610,49,136,1836,738187,21
九州第一霸主,驻站作品,东方玄幻,0,0,3807,3807,0,0,0,3807,目前在拼命写作中
神豪的妖孽人生,签约作品,都市生活,15,208,8608,62687,0,1,208,62687,24
浮生三颖,驻站作品,现代异侠,1,16,11858,76375,0,0,16,76408,24
无限生存系统,签约作品,时空穿梭,62,167,17039,54638,3,15,167,54696,17
我母亲给我订了亲,签约作品,异界大陆,12,20,24744,24744,0,0,145,219700,2
全部满分,签约作品,现代修真,24,170,16915,114226,0,0,3801,1592835,289
钓鱼奇遇修仙录,签约作品,异界大陆,45,235,7824,60120,0,0,271,97139,29
重生之投资专家,签约作品,都市生活,130,1283,39407,281417,0,22,3755,1610444,85
刑天前传,专属作品,东方玄幻,5,5,5517,5517,0,0,5,4367,目前在拼命写作中
罗刹之异界入侵,驻站作品,都市异能,11,11,30115,30115,0,0,11,30120,3
你们的仙帝回来了,签约作品,异界大陆,157,1085,17607,121308,290,1440,18125,492154,114
风雨游家湾,驻站作品,热血青春,10,79,3294,16417,0,0,21931,923619,目前在拼命写作中
新狩猎者,驻站作品,末世危机,16,28,7642,13908,0,0,28,13908,6
重生之捉鬼续命,签约作品,民间奇谈,131,551,12307,98590,58,281,1112,225336,25
永生酒店,驻站作品,恐怖悬疑,8,8,31085,31085,0,0,8,31085,目前在拼命写作中
勾魂萦,驻站作品,恐怖悬疑,10,58,8592,44265,0,0,58,44282,20
天降白富美,签约作品,都市生活,45,506,32421,234763,196,704,1114,436781,65
最强上门龙婿,签约作品,都市生活,34,205,12241,69682,14,59,322,148512,15
抗日之特种兵降临,签约作品,战争幻想,536,1524,9300,88303,76,217,1914,183137,45
大地作证,签约作品,都市生活,15,36,32292,66598,0,0,36,66598,3
弑神赤龙,签约作品,东方玄幻,15,118,8170,49289,0,14,23076,1925728,21
深雾之后,驻站作品,恐怖悬疑,6,6,5658,5658,0,0,6,5658,1
善恶神王,驻站作品,传统武侠,16,16,2061,2061,8,8,16,2061,1
我的最后九天,驻站作品,都市生活,0,22,7431,51173,0,0,22,50979,3
妖蝉,专属作品,东方玄幻,11,11,20098,20098,0,0,11,20098,3
穿书后恶毒女配又疯了,签约作品,都市重生,30,76,14404,41382,56,185,76,41382,9
漂泊传奇,驻站作品,现实题材,9,31,6209,29532,1,2,31,31437,9
网游之终末降临,授权作品,虚拟网游,19,78,6725,42467,0,0,106,69453,39
白谱,驻站作品,异界大陆,3,12,6470,27068,0,0,12,25319,目前在拼命写作中
魔教中人魔教教主,专属作品,都市异能,4,4,4767,4767,0,0,4,4767,目前在拼命写作中
魔域之恶魔之眼,驻站作品,探险揭秘,13,13,8566,8566,0,0,13,10641,3
云霆传,驻站作品,异世争霸,11,53,21297,85781,0,7,158,24092,4
仙帝奶爸在都市,签约作品,都市异能,248,1862,32565,219902,27,237,16419,1189498,149
谢邀！高考落榜，已成首富,签约作品,都市重生,226,4261,21093,129317,195,569,9059,377430,76
怪将军,驻站作品,架空历史,21,21,21258,21258,0,0,21,21258,3
天龙圣典,驻站作品,现代修真,7,38,14034,69177,0,0,42,100516,2
内荆河水长,驻站作品,架空历史,8,20,24536,51283,0,0,20,51283,4
娱乐第一天王,签约作品,娱乐明星,307,5421,37498,165965,0,20,13998,580215,136
重启大宋：从科技兴国开始,签约作品,历史穿越,400,1645,15667,119336,1,9,1790,156362,35
我和女神的荒岛生涯,签约作品,都市生活,46,376,22434,153676,3,11,1364,647519,27
网游之三国争霸,签约作品,虚拟网游,49,280,8680,95804,0,0,364,137477,42
从元尊开始无敌于万界,驻站作品,异世争霸,50,213,8707,46575,7,30,218,52849,10
玄幻：我的师弟都成了大佬,签约作品,东方玄幻,76,289,16791,92653,15,16,291,95003,7
元素修灵之路,驻站作品,异界大陆,4,12,1538,3337,0,0,28,6367,目前在拼命写作中
名劫,签约作品,异界大陆,23,166,11748,76017,0,21,2591,1172394,12
火影：我是大反派,签约作品,男生同人,53,237,21423,101344,0,0,237,101343,20
入道者,签约作品,古典仙侠,11,78,13178,75122,0,0,653,301674,10
入道者,签约作品,古典仙侠,11,78,13178,75122,0,0,653,301674,10
造物圣人,驻站作品,东方玄幻,10,10,34040,34040,0,0,10,32000,1
生活的波涛,专属作品,都市生活,13,59,44985,140724,0,0,59,138850,12
重生民国之红色军阀,驻站作品,架空历史,100,176,31809,76459,0,0,176,81225,8
玄武裂天,签约作品,东方玄幻,100,884,12208,82241,0,0,493494,6374818,1038
全职法师之纵横世界,驻站作品,男生同人,41,74,13354,21190,0,0,74,21190,5
邱威风的生活,驻站作品,历史传奇,2,5,11497,11980,0,0,114,14958,4
大象的心跳,驻站作品,侦探推理,8,8,6145,6145,0,0,8,6131,3
修罗战婿,签约作品,都市生活,80,493,19085,93985,4,15,493,93985,24
当反派真是太爽了,签约作品,东方玄幻,1614,15169,25249,158366,98,403,15634,275042,59
地球最后一个修真者,签约作品,都市重生,179,1439,19308,117322,252,795,19348,767626,177
天元仙途,授权作品,古典仙侠,11,39,11175,66241,0,0,115,317122,94
诡真人,驻站作品,东方玄幻,7,7,22287,22287,0,0,7,22287,2
孤单的飞,签约作品,都市生活,33,170,12972,145552,0,0,8526,306906,47
若木神帝,驻站作品,东方玄幻,18,112,8267,55573,6,12,146,84055,10
汉末残阳,驻站作品,历史穿越,23,31,15300,22848,5,6,31,22849,5
落跑仙尊的前世今生,驻站作品,奇幻修真,4,33,7452,61675,0,0,39,74430,31
招惹了女神我成了渣男,专属作品,都市生活,15,15,33779,33779,0,0,15,33779,1
中年危机,驻站作品,宅系小说,19,19,7600,7600,0,0,19,8979,3
白衣非医,签约作品,现实题材,97,201,13868,75984,8,8,206,83336,29
穿越到雪鹰领主的世界,驻站作品,灵魂转换,163,1179,7652,51924,0,0,25852,1002161,543
桉阳笙,驻站作品,异术超能,0,3,2215,8229,0,0,4,14129,目前在拼命写作中
